client,time
Client 02,0.0008629999938420951
Client 02,0.0010469999979250133
Client 02,0.0012089999509043992
Client 02,0.0014459999511018395
Client 02,0.0015879999846220016
Client 02,0.0018159999744966626
Client 02,0.0019789999932982028
Client 02,0.0021389999892562628
Client 02,0.002347000001464039
Client 02,0.0024819999816827476
Client 02,0.0026209999923594296
Client 02,0.0027779999654740095
Client 02,0.0029979999526403844
Client 02,0.003151999961119145
Client 02,0.0033629999961704016
Client 02,0.003512999974191189
Client 02,0.003751999989617616
Client 02,0.003922999952919781
Client 02,0.004072999989148229
Client 02,0.004232999985106289
Client 02,0.004415999981574714
Client 02,0.0045819999650120735
Client 02,0.004748999956063926
Client 02,0.004887999966740608
Client 02,0.00503000000026077
Client 02,0.005336000001989305
Client 02,0.005490999959874898
Client 02,0.005652999971061945
Client 02,0.00582699995720759
Client 02,0.006055000005289912
Client 02,0.006307999952696264
Client 02,0.006454999966081232
Client 02,0.006644999957643449
Client 02,0.006791999971028417
Client 02,0.007023999991361052
Client 02,0.00717100000474602
Client 02,0.0073299999930895865
Client 02,0.007477999955881387
Client 02,0.007631999964360148
Client 02,0.007783000008203089
Client 02,0.007941999996546656
Client 02,0.008111999952234328
Client 02,0.00825999997323379
Client 02,0.008423999999649823
Client 02,0.008631999953649938
Client 02,0.008822000003419816
Client 02,0.008969999966211617
Client 02,0.009126999997533858
Client 02,0.009282999963033944
Client 02,0.00945099996170029
Client 02,0.009610000008251518
Client 02,0.009758999978657812
Client 02,0.009954999957699329
Client 02,0.010106999950949103
Client 02,0.010344999958761036
Client 02,0.010523999982979149
Client 02,0.010715999989770353
Client 02,0.010861999995540828
Client 02,0.011035999981686473
Client 02,0.011251999996602535
Client 02,0.011391000007279217
Client 02,0.011540999985300004
Client 02,0.01168699999107048
Client 02,0.011836999969091266
Client 02,0.011979000002611428
Client 02,0.012152999988757074
Client 02,0.01240700000198558
Client 02,0.012583000003360212
Client 02,0.012746999971568584
Client 02,0.014523999998345971
Client 02,0.014885999960824847
Client 02,0.015079999982845038
Client 02,0.015237999963574111
Client 02,0.015394999994896352
Client 02,0.015564999950584024
Client 02,0.01573300000745803
Client 02,0.015881999977864325
Client 02,0.01604699995368719
Client 02,0.01620600000023842
Client 02,0.0163569999858737
Client 02,0.016520999954082072
Client 02,0.01672299997881055
Client 02,0.016958999971393496
Client 02,0.017117999959737062
Client 02,0.017274999991059303
Client 02,0.017487999983131886
Client 02,0.01768599997740239
Client 02,0.017852999968454242
Client 02,0.018102999951224774
Client 02,0.01843100000405684
Client 02,0.018772999988868833
Client 02,0.018994999991264194
Client 02,0.019163999997545034
Client 02,0.019391999987419695
Client 02,0.019573999976273626
Client 02,0.01972899999236688
Client 02,0.019895999983418733
Client 02,0.020083999959751964
Client 02,0.020321999967563897
Client 02,0.020501999999396503
Client 02,0.020663000002969056
Client 02,0.02081799996085465
Client 02,0.020964999974239618
Client 02,0.02151599997887388
Client 02,0.02275299996836111
Client 02,0.022964000003412366
Client 02,0.023138999997172505
Client 02,0.023339999956078827
Client 02,0.02353399997809902
Client 02,0.023753999965265393
