client,time,,,,
Client 01,0.001812000002246,,,,
Client 01,0.002619999984745,,,,
Client 01,0.003471000003628,,,,
Client 01,0.004295999999158,,Media:,,
Client 01,0.00498000002699,,3.02062663130697,seconds,
Client 01,0.005621000018436,,,,
Client 01,0.006233000021894,,Desvio PadraŞo,,
Client 01,0.006792000029236,,1.72451671102307,seconds,STDEV.P()
Client 01,0.007389000034891,,,,
Client 01,0.007966000004672,,,,
Client 01,0.008535999979358,,,,
Client 01,0.009147999982815,,,,
Client 01,0.009751000034157,,,,
Client 01,0.010322000016458,,,,
Client 01,0.010952999989968,,,,
Client 01,0.012056000006851,,,,
Client 01,0.012978999991901,,,,
Client 01,0.014297000016086,,,,
Client 01,0.015025000029709,,,,
Client 01,0.015741000010166,,,,
Client 01,0.016415000020061,,,,
Client 01,0.017033000010997,,,,
Client 01,0.01769599999534,,,,
Client 01,0.018424000008963,,,,
Client 01,0.019253999984358,,,,
Client 01,0.020056999986991,,,,
Client 01,0.020866999984719,,,,
Client 01,0.021661999984644,,,,
Client 01,0.022320999996737,,,,
Client 01,0.022945999982767,,,,
Client 01,0.023656999983359,,,,
Client 01,0.02434699999867,,,,
Client 01,0.024988999997731,,,,
Client 01,0.025610000011511,,,,
Client 01,0.026255000033416,,,,
Client 01,0.026881000027061,,,,
Client 01,0.027409999980591,,,,
Client 01,0.028053999994882,,,,
Client 01,0.02878100000089,,,,
Client 01,0.029725999978837,,,,
Client 01,0.03072500001872,,,,
Client 01,0.031849000020884,,,,
Client 01,0.032535000005737,,,,
Client 01,0.033195000025444,,,,
Client 01,0.033781000005547,,,,
Client 01,0.034434999979567,,,,
Client 01,0.034960000019055,,,,
Client 01,0.035535999981221,,,,
Client 01,0.036100000026636,,,,
Client 01,0.036626000015531,,,,
Client 01,0.037156000034884,,,,
Client 01,0.037660000030883,,,,
Client 01,0.038185000012163,,,,
Client 01,0.038706000021193,,,,
Client 01,0.039227000030223,,,,
Client 01,0.039763999986462,,,,
Client 01,0.040325000009034,,,,
Client 01,0.040859000000637,,,,
Client 01,0.041382000024896,,,,
Client 01,0.041880000033416,,,,
Client 01,0.042381000006571,,,,
Client 01,0.042927000031341,,,,
Client 01,0.043698000023142,,,,
Client 01,0.044393000018317,,,,
Client 01,0.045091999985743,,,,
Client 01,0.045990000013262,,,,
Client 01,0.046693000011146,,,,
Client 01,0.047553999989759,,,,
Client 01,0.04816900001606,,,,
Client 01,0.048710000002757,,,,
Client 01,0.049249000032432,,,,
Client 01,0.049781000008807,,,,
Client 01,0.050365000031889,,,,
Client 01,0.050943000009284,,,,
Client 01,0.051479000016116,,,,
Client 01,0.05206299998099,,,,
Client 01,0.052594000007957,,,,
Client 01,0.053121000004467,,,,
Client 01,0.053664000006393,,,,
Client 01,0.054183000000194,,,,
Client 01,0.054712000011932,,,,
Client 01,0.055239000008442,,,,
Client 01,0.055825999996159,,,,
Client 01,0.056356000015512,,,,
Client 01,0.056893999979366,,,,
Client 01,0.057449000014458,,,,
Client 01,0.057978000026196,,,,
Client 01,0.058504000015091,,,,
Client 01,0.059210999985226,,,,
Client 01,0.059963000006974,,,,
Client 01,0.060616999980994,,,,
Client 01,0.061288000026252,,,,
Client 01,0.062114000029396,,,,
Client 01,0.063061000022572,,,,
Client 01,0.063809000013862,,,,
Client 01,0.064547999994829,,,,
Client 01,0.065096000034828,,,,
Client 01,0.065594999992754,,,,
Client 01,0.066171000013128,,,,
Client 01,0.066717999987304,,,,
Client 01,0.067343999980949,,,,
Client 01,0.067890000005718,,,,
Client 01,0.068406999984291,,,,
Client 01,0.068957999988925,,,,
Client 01,0.069469999987632,,,,
Client 01,0.069982999993954,,,,
Client 01,0.070507000025828,,,,
Client 01,0.0710759999929,,,,
Client 01,0.071613000007346,,,,
Client 01,0.072164000011981,,,,
Client 01,0.072675000003073,,,,
Client 01,0.073185999994166,,,,
Client 01,0.073675999999978,,,,
Client 01,0.074206000019331,,,,
Client 01,0.07473300001584,,,,
Client 01,0.075410999997985,,,,
Client 01,0.075995000021067,,,,
Client 01,0.076607000024524,,,,
Client 01,0.07718299998669,,,,
Client 01,0.077694999985397,,,,
Client 01,0.078257000015583,,,,
Client 01,0.078994999988936,,,,
Client 01,0.079800000006799,,,,
Client 01,0.080537000030745,,,,
Client 01,0.081321000005119,,,,
Client 01,0.081883000035305,,,,
Client 01,0.082431000017095,,,,
Client 01,0.082967000023928,,,,
Client 01,0.083532000018749,,,,
Client 01,0.084134000004269,,,,
Client 01,0.084818999981508,,,,
Client 01,0.085606999986339,,,,
Client 01,0.086248999985401,,,,
Client 01,0.086971000011545,,,,
Client 01,0.087793999991845,,,,
Client 01,0.088471000024583,,,,
Client 01,0.089103000005707,,,,
Client 01,0.089669000008144,,,,
Client 01,0.090230000030715,,,,
Client 01,0.09078899997985,,,,
Client 01,0.091405000013765,,,,
Client 01,0.09210200002417,,,,
Client 01,0.092724999994971,,,,
Client 01,0.093381999991834,,,,
Client 01,0.093922000029124,,,,
Client 01,0.094700000016019,,,,
Client 01,0.095464000012726,,,,
Client 01,0.09641699999338,,,,
Client 01,0.09731300000567,,,,
Client 01,0.098679999995511,,,,
Client 01,0.099327999982052,,,,
Client 01,0.099852000013925,,,,
Client 01,0.100393000000622,,,,
Client 01,0.101030000019819,,,,
Client 01,0.101569999998901,,,,
Client 01,0.102123000018764,,,,
Client 01,0.102682000026107,,,,
Client 01,0.103197999997064,,,,
Client 01,0.103738000034355,,,,
Client 01,0.104243999987375,,,,
Client 01,0.104805000009947,,,,
Client 01,0.105329999991227,,,,
Client 01,0.105848999985028,,,,
Client 01,0.106391999986954,,,,
Client 01,0.106893000018317,,,,
Client 01,0.107512000016868,,,,
Client 01,0.108181999996305,,,,
Client 01,0.10872100002598,,,,
Client 01,0.109254000009969,,,,
Client 01,0.109805000014603,,,,
Client 01,0.110403000027873,,,,
Client 01,0.110969999979716,,,,
Client 01,0.111730000004172,,,,
Client 01,0.112632000003941,,,,
Client 01,0.11346299998695,,,,
Client 01,0.114264000032563,,,,
Client 01,0.114795000001322,,,,
Client 01,0.115372999978717,,,,
Client 01,0.11590299999807,,,,
Client 01,0.116405999986455,,,,
Client 01,0.116955000034068,,,,
Client 01,0.117478000000119,,,,
Client 01,0.118100000021514,,,,
Client 01,0.118663000001106,,,,
Client 01,0.119177000015043,,,,
Client 01,0.119730999984313,,,,
Client 01,0.120256000023801,,,,
Client 01,0.121048000000883,,,,
Client 01,0.121603999985382,,,,
Client 01,0.122146999987308,,,,
Client 01,0.122671000019182,,,,
Client 01,0.123194999992847,,,,
Client 01,0.123839000007138,,,,
Client 01,0.124461000028532,,,,
Client 01,0.124997999984771,,,,
Client 01,0.125543000001926,,,,
Client 01,0.126060999988113,,,,
Client 01,0.126617000030819,,,,
Client 01,0.127200999995694,,,,
Client 01,0.127732000022661,,,,
Client 01,0.128390000027139,,,,
Client 01,0.129269000026397,,,,
Client 01,0.129990999994334,,,,
Client 01,0.130876999988686,,,,
Client 01,0.131578000029549,,,,
Client 01,0.132206999987829,,,,
Client 01,0.132721000001766,,,,
Client 01,0.133241000003181,,,,
Client 01,0.133871000027284,,,,
Client 01,0.134420000016689,,,,
Client 01,0.134994000021834,,,,
Client 01,0.135553000029177,,,,
Client 01,0.136109000013676,,,,
Client 01,0.136651000007987,,,,
Client 01,0.137176999996882,,,,
Client 01,0.137732000031974,,,,
Client 01,0.138237000035588,,,,
Client 01,0.138741000031587,,,,
Client 01,0.13930799998343,,,,
Client 01,0.139949999982491,,,,
Client 01,0.140542000008281,,,,
Client 01,0.141054000006989,,,,
Client 01,0.141586999990977,,,,
Client 01,0.142149000021163,,,,
Client 01,0.1426630000351,,,,
Client 01,0.143246999999974,,,,
Client 01,0.14383200003067,,,,
Client 01,0.144337000034284,,,,
Client 01,0.145248999993783,,,,
Client 01,0.146110000030603,,,,
Client 01,0.146805000025779,,,,
Client 01,0.147395999985747,,,,
Client 01,0.148199999995995,,,,
Client 01,0.148778999981005,,,,
Client 01,0.149353999993764,,,,
Client 01,0.149903999990784,,,,
Client 01,0.150467999977991,,,,
Client 01,0.151078000024427,,,,
Client 01,0.151805999979842,,,,
Client 01,0.15256399998907,,,,
Client 01,0.153526999987662,,,,
Client 01,0.15427900000941,,,,
Client 01,0.154947999981232,,,,
Client 01,0.155635999981314,,,,
Client 01,0.156604000017978,,,,
Client 01,0.157342999998946,,,,
Client 01,0.157959000032861,,,,
Client 01,0.158610999991652,,,,
Client 01,0.159199999994598,,,,
Client 01,0.159932999988087,,,,
Client 01,0.160931000020355,,,,
Client 01,0.161767999990843,,,,
Client 01,0.162734000012279,,,,
Client 01,0.163732999993954,,,,
Client 01,0.164639000024181,,,,
Client 01,0.165784000011627,,,,
Client 01,0.166727000032552,,,,
Client 01,0.167656000005081,,,,
Client 01,0.168507000023965,,,,
Client 01,0.169089999981225,,,,
Client 01,0.1696809999994,,,,
Client 01,0.170215999998618,,,,
Client 01,0.170778000028804,,,,
Client 01,0.171321999980137,,,,
Client 01,0.171845000004396,,,,
Client 01,0.172634000016842,,,,
Client 01,0.173282000003383,,,,
Client 01,0.173850000021048,,,,
Client 01,0.17441899998812,,,,
Client 01,0.174929000029806,,,,
Client 01,0.175439000013284,,,,
Client 01,0.175938999978825,,,,
Client 01,0.176524000009522,,,,
Client 01,0.177183000021614,,,,
Client 01,0.177734000026248,,,,
Client 01,0.178346999979112,,,,
Client 01,0.179169000010006,,,,
Client 01,0.180027000023983,,,,
Client 01,0.180710999993607,,,,
Client 01,0.181597999995574,,,,
Client 01,0.182215999986511,,,,
Client 01,0.182795999979135,,,,
Client 01,0.183323000033852,,,,
Client 01,0.18395600002259,,,,
Client 01,0.18450600001961,,,,
Client 01,0.185071000014432,,,,
Client 01,0.18578100000741,,,,
Client 01,0.186309000011534,,,,
Client 01,0.186843000003137,,,,
Client 01,0.187351000029594,,,,
Client 01,0.187864999985322,,,,
Client 01,0.188391000032425,,,,
Client 01,0.18899200001033,,,,
Client 01,0.189614000031725,,,,
Client 01,0.190153000003193,,,,
Client 01,0.190698000020348,,,,
Client 01,0.191206999996211,,,,
Client 01,0.191735000000335,,,,
Client 01,0.192339000001084,,,,
Client 01,0.192861000017729,,,,
Client 01,0.193490999983624,,,,
Client 01,0.19420899997931,,,,
Client 01,0.195277000020724,,,,
Client 01,0.19612199999392,,,,
Client 01,0.196822000027169,,,,
Client 01,0.19758700003149,,,,
Client 01,0.198107999982312,,,,
Client 01,0.198875000001863,,,,
Client 01,0.199464000004809,,,,
Client 01,0.19997900002636,,,,
Client 01,0.200528000015765,,,,
Client 01,0.201143999991473,,,,
Client 01,0.201700999983586,,,,
Client 01,0.202558999997564,,,,
Client 01,0.203139999997802,,,,
