client,time,,,,
Client 01,0.001466999994591,,,,
Client 01,0.002106999978423,,,,
Client 01,0.002804999996442,,,,
Client 01,0.003654000000097,,Media:,,
Client 01,0.004512000014074,,3.5998759216896,seconds,
Client 01,0.005169000010937,,,,
Client 01,0.005866999970749,,Desvio PadraŞo,,
Client 01,0.006555999978445,,2.04548045414053,seconds,STDEV.P()
Client 01,0.007372999971267,,,,
Client 01,0.008245999983046,,,,
Client 01,0.008808000013232,,,,
Client 01,0.009492999990471,,,,
Client 01,0.010085000016261,,,,
Client 01,0.010719000012614,,,,
Client 01,0.011516999977175,,,,
Client 01,0.012756999989506,,,,
Client 01,0.014299999980722,,,,
Client 01,0.015272999997251,,,,
Client 01,0.016005999990739,,,,
Client 01,0.016839999996591,,,,
Client 01,0.01757299999008,,,,
Client 01,0.018018000002485,,,,
Client 01,0.018758999998681,,,,
Client 01,0.01934399997117,,,,
Client 01,0.019991000008304,,,,
Client 01,0.020617000001948,,,,
Client 01,0.021214000007603,,,,
Client 01,0.021798999980092,,,,
Client 01,0.022410999983549,,,,
Client 01,0.022967999975663,,,,
Client 01,0.023408000008203,,,,
Client 01,0.024035000009462,,,,
Client 01,0.024634999979753,,,,
Client 01,0.025382999971043,,,,
Client 01,0.025886000017636,,,,
Client 01,0.026350000000093,,,,
Client 01,0.027126999979373,,,,
Client 01,0.027865000010934,,,,
Client 01,0.028622999961954,,,,
Client 01,0.029760000004899,,,,
Client 01,0.030942999990657,,,,
Client 01,0.03204999997979,,,,
Client 01,0.032907999993768,,,,
Client 01,0.03352499997709,,,,
Client 01,0.034217000007629,,,,
Client 01,0.034673999994993,,,,
Client 01,0.035149000003003,,,,
Client 01,0.035799000004772,,,,
Client 01,0.03633799997624,,,,
Client 01,0.036859999992885,,,,
Client 01,0.037317999987863,,,,
Client 01,0.037973999977112,,,,
Client 01,0.038421000004746,,,,
Client 01,0.039087000011932,,,,
Client 01,0.039565999992192,,,,
Client 01,0.040074999968056,,,,
Client 01,0.040564999973867,,,,
Client 01,0.041310000000522,,,,
Client 01,0.041903999983333,,,,
Client 01,0.042346999980509,,,,
Client 01,0.042975999996998,,,,
Client 01,0.043513000011444,,,,
Client 01,0.044370000017807,,,,
Client 01,0.044882000016514,,,,
Client 01,0.045337999996264,,,,
Client 01,0.04613099998096,,,,
Client 01,0.046968000009656,,,,
Client 01,0.047795999969822,,,,
Client 01,0.048673999961466,,,,
Client 01,0.049404999997933,,,,
Client 01,0.050179999961983,,,,
Client 01,0.050896000000648,,,,
Client 01,0.051733999978751,,,,
Client 01,0.052465999964625,,,,
Client 01,0.053000000014436,,,,
Client 01,0.053772999963258,,,,
Client 01,0.05474900000263,,,,
Client 01,0.055602999986149,,,,
Client 01,0.056463999964763,,,,
Client 01,0.057312999968417,,,,
Client 01,0.058063999982551,,,,
Client 01,0.058692999999039,,,,
Client 01,0.059441999997944,,,,
Client 01,0.060098999994807,,,,
Client 01,0.061005999974441,,,,
Client 01,0.061725999985356,,,,
Client 01,0.062409000005573,,,,
Client 01,0.063158000004478,,,,
